Invoice_No,Invoice_Date,Supplier_GSTIN,Supplier_Name,Supplier_State,Invoice_Type,PO_Number,Item_Name,HSN_SAC,UOM,Quantity,Unit_Price,Taxable_Value,GST_Rate_%,CGST,SGST,IGST,Total_Amount,Payment_Mode,Branch_City,Match_Status,Reason,ITC_Eligible
MS/2505/00115,2025-05-25,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/5334,Amoxicillin 500mg,3004,box,44,239,10516.0,12,630.96,630.96,0.0,11777.92,Credit,Tumakuru,Matched,,Yes
MS/2504/00116,2025-04-12,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2504/3441,Vitamin C Tablets,2106,bottle,18,117,2106.0,18,0.0,0.0,379.08,2485.08,Cash,Mysuru,Matched,,Yes
MS/2502/00117,2025-02-06,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2502/5728,Blood Pressure Monitor,9018,piece,20,2418,48360.0,12,2901.6,2901.6,0.0,54163.2,Card,Bangalore,Matched,,Yes
MS/2508/00118,2025-08-28,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2508/9847,Cough Syrup,3004,bottle,18,213,3834.0,12,0.0,0.0,460.08,4294.08,Card,Mangaluru,Matched,,Yes
MS/2502/00119,2025-02-11,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2502/6280,Ibuprofen 400mg,3004,box,28,278,7784.0,12,467.04,467.04,0.0,8718.08,Credit,Hubli,Matched,,Yes
MS/2501/00120,2025-01-14,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2501/5415,Surgical Mask Pack,6307,pack,44,45,1980.0,5,0.0,0.0,99.0,2079.0,Credit,Bangalore,Matched,,Yes
MS/2503/00121,2025-03-31,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/5557,Pulse Oximeter,9018,piece,42,1805,75810.0,12,4548.6,4548.6,0.0,84907.2,NEFT,Belagavi,Matched,,Yes
MS/2508/00122,2025-08-12,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/7690,Amoxicillin 500mg,3004,box,31,298,9238.0,12,554.28,554.28,0.0,10346.56,Cash,Hubli,Matched,,Yes
MS/2512/00123,2025-12-10,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2512/9117,Blood Pressure Monitor,9018,piece,22,2043,44946.0,12,0.0,0.0,5393.52,50339.52,Cash,Tumakuru,Matched,,Yes
MS/2507/00124,2025-07-25,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/6153,Ibuprofen 400mg,3004,box,30,112,3360.0,12,0.0,0.0,403.2,3763.2,Cash,Hubli,Matched,,Yes
MS/2503/001259,2025-03-01,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2503/8569,Pulse Oximeter,9018,piece,1,2011,2011.0,12,0.0,0.0,241.32,2252.32,Card,Bangalore,Mismatch,Invoice number mismatch,Yes
MS/2504/00126,2025-04-07,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/8242,Antacid Suspension,3004,bottle,40,197,7880.0,12,0.0,0.0,945.6,8825.6,UPI,Mysuru,Matched,,Yes
MS/2505/00127,2025-05-17,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2505/8941,ORS Sachet,3004,pack,19,76,1444.0,5,0.0,0.0,72.2,1516.2,UPI,Bangalore,Matched,,Yes
MS/2511/00128,2025-11-19,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2511/6091,Surgical Mask Pack,6307,pack,46,80,3680.0,5,92.0,92.0,0.0,3864.0,Credit,Bangalore,Matched,,Yes
MS/2510/00129,2025-10-10,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/8560,Amoxicillin 500mg,3004,box,15,178,2670.0,12,0.0,0.0,320.4,2990.4,UPI,Tumakuru,Matched,,Yes
MS/2503/00130,2025-03-20,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2503/7807,Glucose Strips,3822,box,33,529,17457.0,12,1047.42,1047.42,0.0,19551.84,Card,Mangaluru,Matched,,Yes
MS/2505/00131,2025-05-05,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/4122,Calcium Tablets,3004,box,10,173,1730.0,12,103.8,103.8,0.0,1937.6,Credit,Belagavi,Matched,,Yes
MS/2503/00132,2025-03-11,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2503/9318,Hand Sanitizer 500ml,3808,bottle,14,177,2478.0,18,0.0,0.0,446.04,2924.04,Cash,Bangalore,Matched,,Yes
MS/2505/00133,2025-05-25,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/3434,Multivitamin Capsules,2106,bottle,19,360,6840.0,18,0.0,0.0,1231.2,8071.2,Card,Belagavi,Matched,,Yes
MS/2509/00134,2025-09-05,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2509/9903,Insulin Pen Needle,9018,box,36,590,21240.0,12,0.0,0.0,2548.8,23788.8,Card,Mangaluru,Matched,,Yes
MS/2506/00135,2025-06-14,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2506/4826,Surgical Mask Pack,6307,pack,37,138,5106.0,5,127.65,127.65,0.0,5361.3,Card,Bangalore,Matched,,Yes
MS/2506/00136,2025-06-12,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2506/3492,Cough Syrup,3004,bottle,25,254,6350.0,12,381.0,381.0,0.0,7112.0,Card,Bangalore,Matched,,Yes
MS/2503/00137,2025-03-06,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/8213,Multivitamin Capsules,2106,bottle,11,161,1771.0,18,0.0,0.0,318.78,2089.78,UPI,Belagavi,Matched,,Yes
MS/2508/00138,2025-08-22,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2508/3529,ORS Sachet,3004,pack,27,103,2781.0,5,69.53,69.53,0.0,2920.05,UPI,Mangaluru,Matched,,Yes
MS/2505/00139,2025-05-16,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2505/2315,Disposable Gloves,4015,box,45,323,14535.0,12,0.0,0.0,1744.2,16279.2,Cash,Tumakuru,Matched,,Yes
MS/2510/00140,2025-10-01,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/8994,Insulin Pen Needle,9018,box,41,567,23247.0,12,0.0,0.0,2789.64,26036.64,Credit,Bangalore,Matched,,Yes
MS/2511/00141,2025-11-13,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2511/4727,Surgical Mask Pack,6307,pack,41,113,4633.0,5,0.0,0.0,231.65,4864.65,UPI,Mangaluru,Matched,,Yes
MS/2502/00142,2025-02-20,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/5906,Gauze Bandage,3005,pack,11,123,1353.0,5,0.0,0.0,67.65,1420.65,UPI,Bangalore,Matched,,Yes
MS/2506/00143,2025-06-16,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2506/8056,Glucose Strips,3822,box,23,633,14559.0,12,873.54,873.54,0.0,16306.08,NEFT,Mysuru,Matched,,Yes
MS/2509/00144,2025-09-29,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2509/3868,Multivitamin Capsules,2106,bottle,6,197,1182.0,18,0.0,0.0,212.76,1394.76,UPI,Belagavi,Matched,,Yes
MS/2507/00145,2025-07-15,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2507/4804,Surgical Mask Pack,6307,pack,32,76,2432.0,5,60.8,60.8,0.0,2553.6,Card,Tumakuru,Matched,,Yes
MS/2505/00146,2025-05-11,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/8622,Hand Sanitizer 500ml,3808,bottle,1,320,320.0,18,28.8,28.8,0.0,377.6,Cash,Tumakuru,Matched,,Yes
MS/2510/00147,2025-10-07,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/5901,Amoxicillin 500mg,3004,box,29,296,8584.0,12,0.0,0.0,1030.08,9614.08,Card,Tumakuru,Matched,,Yes
MS/2505/00148,2025-05-09,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2505/8916,Glucose Strips,3822,box,13,643,8359.0,11,459.75,459.75,0,9278.5,UPI,Mysuru,Mismatch,GST rate mismatch,Yes
MS/2507/00149,2025-07-15,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2507/5837,Antacid Suspension,3004,bottle,37,145,5365.0,12,321.9,321.9,0.0,6008.8,UPI,Tumakuru,Matched,,Yes
MS/2507/00150,2025-07-22,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2507/1803,Paracetamol 500mg,3004,box,37,255,9435.0,12,0.0,0.0,1132.2,10567.2,Credit,Tumakuru,Matched,,Yes
MS/2509/00151,2025-09-12,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/4588,Surgical Mask Pack,6307,pack,39,130,5070.0,5,0.0,0.0,253.5,5323.5,NEFT,Belagavi,Matched,,Yes
MS/2505/00152,2025-05-09,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2505/8222,Vitamin C Tablets,2106,bottle,2,139,278.0,18,0.0,0.0,50.04,328.04,UPI,Belagavi,Matched,,Yes
MS/2507/00153,2025-07-06,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2507/7807,Amoxicillin 500mg,3004,box,19,287,5453.0,12,0.0,0.0,654.36,6107.36,NEFT,Mysuru,Matched,,Yes
MS/2503/00154,2025-03-09,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2503/5465,Antacid Suspension,3004,bottle,34,198,6732.0,12,0.0,0.0,807.84,7539.84,NEFT,Hubli,Matched,,Yes
MS/2509/00155,2025-09-04,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/2233,Insulin Pen Needle,9018,box,8,439,3512.0,12,0.0,0.0,421.44,3933.44,NEFT,Mysuru,Matched,,Yes
MS/2512/00156,2025-12-13,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2512/7464,Calcium Tablets,3004,box,24,98,2352.0,12,0.0,0.0,282.24,2634.24,UPI,Hubli,Matched,,Yes
MS/2510/00157,2025-10-02,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2510/5295,Gauze Bandage,3005,pack,24,121,2904.0,5,0.0,0.0,145.2,3049.2,Credit,Mangaluru,Matched,,Yes
MS/2511/00158,2025-11-23,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2511/1410,Vitamin C Tablets,2106,bottle,8,180,1440.0,18,0.0,0.0,259.2,1699.2,Credit,Belagavi,Matched,,Yes
MS/2506/00159,2025-06-17,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/8606,Surgical Mask Pack,6307,pack,42,56,2352.0,5,58.8,58.8,0.0,2469.6,Cash,Tumakuru,Matched,,Yes
MS/2507/00160,2025-07-29,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2507/5986,ORS Sachet,3004,pack,3,24,72.0,5,0.0,0.0,3.6,75.6,Card,Bangalore,Matched,,Yes
MS/2502/00161,2025-02-19,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2502/8432,Calcium Tablets,3004,box,9,174,1566.0,12,93.96,93.96,0.0,1753.92,Cash,Tumakuru,Matched,,Yes
MS/2512/00162,2025-12-23,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2512/3531,Cotton Roll,3005,pack,38,125,4750.0,5,0.0,0.0,237.5,4987.5,Card,Tumakuru,Matched,,Yes
MS/2502/00163,2025-02-20,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2502/1536,Disposable Gloves,4015,box,27,263,7101.0,12,426.06,426.06,0.0,7953.12,Cash,Mysuru,Matched,,Yes
MS/2508/00164,2025-08-16,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/7018,Surgical Mask Pack,6307,pack,24,65,1560.0,5,39.0,39.0,0.0,1638.0,Credit,Tumakuru,Matched,,Yes
MS/2507/00165,2025-07-03,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2507/3001,Cough Syrup,3004,bottle,18,133,2394.0,12,143.64,143.64,0.0,2681.28,Card,Bangalore,Matched,,Yes
MS/2512/00166,2025-12-06,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2512/6464,Disposable Gloves,4015,box,2,145,290.0,12,17.4,17.4,0.0,324.8,NEFT,Mysuru,Matched,,Yes
MS/2510/00167,2025-10-17,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/4394,Amoxicillin 500mg,3004,box,49,403,19747.0,12,1184.82,1184.82,0.0,22116.64,Credit,Mysuru,Matched,,Yes
MS/2504/00168,2025-04-30,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2504/5542,ORS Sachet,3004,pack,39,20,780.0,5,0.0,0.0,39.0,819.0,NEFT,Mysuru,Matched,,Yes
MS/2510/00169,2025-10-04,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2510/1422,Blood Pressure Monitor,9018,piece,8,2553,20424.0,12,0.0,0.0,2450.88,22874.88,NEFT,Bangalore,Matched,,Yes
MS/2507/00170,2025-07-03,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2507/3854,Multivitamin Capsules,2106,bottle,11,118,1298.0,18,116.82,116.82,0.0,1531.64,Cash,Bangalore,Matched,,Yes
MS/2503/00171,2025-03-06,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2503/8802,Pulse Oximeter,9018,piece,8,1030,8240.0,12,0.0,0.0,988.8,9228.8,Card,Hubli,Matched,,Yes
MS/2509/00172,2025-09-20,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2509/4629,Vitamin C Tablets,2106,bottle,15,188,2820.0,18,253.8,253.8,0.0,3327.6,Credit,Bangalore,Matched,,Yes
MS/2512/00173,2025-12-04,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2512/1996,Glucose Strips,3822,box,30,281,8430.0,12,0.0,0.0,1011.6,9441.6,Card,Mangaluru,Matched,,Yes
MS/2508/00174,2025-08-07,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2508/2323,Face Shield,3926,piece,15,108,1620.0,18,0.0,0.0,291.6,1911.6,Cash,Belagavi,Matched,,Yes
MS/2503/00175,2025-03-17,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2503/9984,ORS Sachet,3004,pack,18,99,1782.0,5,0.0,0.0,89.1,1871.1,Cash,Mangaluru,Matched,,Yes
MS/2511/00176,2025-11-02,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2511/8048,Glucose Strips,3822,box,30,767,23010.0,12,0.0,0.0,2761.2,25771.2,UPI,Tumakuru,Matched,,Yes
MS/2502/00177,2025-02-28,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/4743,Thermometer,9025,piece,28,411,11508.0,12,0.0,0.0,1380.96,12888.96,Card,Hubli,Matched,,Yes
MS/2508/00178,2025-08-21,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2508/6120,Cotton Roll,3005,pack,47,42,1974.0,5,0.0,0.0,98.7,2072.7,Card,Hubli,Matched,,Yes
MS/2512/00179,2025-12-07,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/2099,Antacid Suspension,3004,bottle,10,191,1910.0,12,0.0,0.0,229.2,2139.2,UPI,Bangalore,Matched,,Yes
MS/2502/00180,2025-02-17,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2502/1982,Vitamin C Tablets,2106,bottle,12,93,1116.0,18,0.0,0.0,200.88,1316.88,Credit,Belagavi,Matched,,Yes
MS/2510/00181,2025-10-15,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2510/7929,Vitamin C Tablets,2106,bottle,14,150,2100.0,18,0.0,0.0,378.0,2478.0,UPI,Hubli,Matched,,Yes
MS/2511/00182,2025-11-04,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2511/9313,Antacid Suspension,3004,bottle,7,217,1519.0,12,0.0,0.0,182.28,1701.28,NEFT,Mysuru,Matched,,Yes
MS/2512/00183,2025-12-03,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2512/7022,Surgical Mask Pack,6307,pack,7,129,903.0,5,22.58,22.58,0.0,948.15,UPI,Hubli,Matched,,Yes
MS/2510/00184,2025-10-21,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2510/1430,Cotton Roll,3005,pack,36,128,4608.0,5,115.2,115.2,0.0,4838.4,Credit,Tumakuru,Matched,,Yes
MS/2512/00185,2025-12-22,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2512/6062,Paracetamol 500mg,3004,box,12,149,1788.0,12,0.0,0.0,214.56,2002.56,Cash,Hubli,Matched,,Yes
MS/2501/00186,2025-01-04,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2501/7566,ORS Sachet,3004,pack,37,104,3848.0,5,0.0,0.0,192.4,4040.4,UPI,Mysuru,Matched,,Yes
MS/2511/00187,2025-11-21,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2511/4524,Amoxicillin 500mg,3004,box,48,391,18768.0,12,1126.08,1126.08,0.0,21020.16,Card,Mangaluru,Matched,,Yes
MS/2508/00188,2025-08-21,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2508/6314,Blood Pressure Monitor,9018,piece,24,1838,44112.0,12,0.0,0.0,5293.44,49405.44,Credit,Belagavi,Matched,,Yes
MS/2502/00189,2025-02-13,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2502/1815,ORS Sachet,3004,pack,11,116,1276.0,5,31.9,31.9,0.0,1339.8,UPI,Hubli,Matched,,Yes
MS/2508/00190,2025-08-15,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2508/7785,Face Shield,3926,piece,20,203,4060.0,18,0.0,0.0,730.8,4790.8,Cash,Mysuru,Matched,,Yes
MS/2509/00191,2025-09-20,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2509/5640,Antacid Suspension,3004,bottle,28,98,2744.0,12,0.0,0.0,329.28,3073.28,Credit,Mangaluru,Matched,,Yes
MS/2509/00192,2025-09-27,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2509/1897,Ibuprofen 400mg,3004,box,15,191,2865.0,12,0.0,0.0,343.8,3208.8,UPI,Mysuru,Matched,,Yes
MS/2506/00193,2025-06-04,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2506/5742,ORS Sachet,3004,pack,49,52,2548.0,5,63.7,63.7,0.0,2675.4,Cash,Bangalore,Matched,,Yes
MS/2501/00194,2025-01-04,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2501/7229,Cotton Roll,3005,pack,12,46,552.0,5,13.8,13.8,0.0,579.6,Credit,Tumakuru,Matched,,Yes
MS/2504/00195,2025-04-28,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2504/2180,Calcium Tablets,3004,box,43,165,7095.0,12,0.0,0.0,851.4,7946.4,Card,Tumakuru,Matched,,Yes
MS/2501/00196,2025-01-22,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2501/6129,Paracetamol 500mg,3004,box,30,99,2970.0,12,0.0,0.0,356.4,3326.4,Credit,Mangaluru,Matched,,Yes
MS/2510/00197,2025-10-21,27HHHHH7777H1Z6,Sanjeevani Distributors,27,B2B,PO/2510/7636,Cotton Roll,3005,pack,19,44,836.0,5,0.0,0.0,41.8,877.8,UPI,Hubli,Matched,,Yes
MS/2503/00198,2025-03-29,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2503/6928,Gauze Bandage,3005,pack,45,152,6840.0,5,171.0,171.0,0.0,7182.0,UPI,Mangaluru,Matched,,Yes
MS/2502/00199,2025-02-24,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2502/9584,Cotton Roll,3005,pack,38,81,3078.0,5,76.95,76.95,0.0,3231.9,UPI,Mangaluru,Matched,,Yes
MS/2506/00200,2025-06-08,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2506/2251,Surgical Mask Pack,6307,pack,22,83,1826.0,5,0.0,0.0,91.3,1917.3,Credit,Tumakuru,Matched,,Yes
MS/2502/00201,2025-02-28,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/6752,Pulse Oximeter,9018,piece,13,1615,20995.0,12,0.0,0.0,2519.4,23514.4,NEFT,Mysuru,Matched,,Yes
MS/2502/00202,2025-02-22,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2502/3504,Hand Sanitizer 500ml,3808,bottle,7,134,938.0,18,0.0,0.0,168.84,1106.84,UPI,Mysuru,Matched,,Yes
MS/2511/00203,2025-11-18,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2511/8354,Gauze Bandage,3005,pack,49,107,5243.0,5,131.08,131.08,0.0,5505.15,Credit,Tumakuru,Matched,,Yes
MS/2511/00204,2025-11-22,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2511/3473,Insulin Pen Needle,9018,box,41,361,14801.0,12,888.06,888.06,0.0,16577.12,Card,Bangalore,Matched,,Yes
MS/2508/00205,2025-08-29,29IIIJJ8888I1Z3,Prime Pharma Hub,29,B2B,PO/2508/1920,Glucose Strips,3822,box,18,855,15390.0,12,923.4,923.4,0.0,17236.8,Cash,Belagavi,Matched,,Yes
MS/2502/00206,2025-02-07,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2502/1932,Gauze Bandage,3005,pack,29,39,1131.0,5,0.0,0.0,56.55,1187.55,Cash,Hubli,Matched,,Yes
MS/2502/00207,2025-02-09,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2502/7299,Disposable Gloves,4015,box,39,379,15520.05,12,0.0,0.0,1773.72,17382.46,Card,Belagavi,Mismatch,Taxable / total amount mismatch,Yes
MS/2510/00208,2025-10-11,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2510/4084,Gauze Bandage,3005,pack,37,118,4366.0,5,109.15,109.15,0.0,4584.3,Cash,Belagavi,Matched,,Yes
MS/2509/00209,2025-09-01,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2509/2695,ORS Sachet,3004,pack,4,77,308.0,5,0.0,0.0,15.4,323.4,Cash,Tumakuru,Matched,,Yes
MS/2502/00210,2025-02-13,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/8172,Blood Pressure Monitor,9018,piece,3,1707,5121.0,12,0.0,0.0,614.52,5735.52,Card,Belagavi,Matched,,Yes
MS/2509/00211,2025-09-25,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2509/5634,Blood Pressure Monitor,9018,piece,24,1963,47112.0,12,2826.72,2826.72,0.0,52765.44,Card,Mangaluru,Matched,,Yes
MS/2506/00212,2025-06-23,29LLLLM0000L1Z0,Nova Medical Agency,29,B2B,PO/2506/6482,Ibuprofen 400mg,3004,box,41,255,10455.0,12,627.3,627.3,0.0,11709.6,UPI,Hubli,Matched,,Yes
MS/2502/00213,2025-02-18,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2502/3463,Cough Syrup,3004,bottle,19,149,2831.0,12,0.0,0.0,339.72,3170.72,Cash,Bangalore,Matched,,Yes
MS/2510/00214,2025-10-26,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2510/7421,Antacid Suspension,3004,bottle,20,237,4740.0,12,0.0,0.0,568.8,5308.8,NEFT,Belagavi,Matched,,Yes
MS/2512/00215,2025-12-29,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2512/6381,Glucose Strips,3822,box,36,635,22860.0,12,0.0,0.0,2743.2,25603.2,NEFT,Tumakuru,Matched,,Yes
MS/2512/00216,2025-12-26,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2512/9331,Amoxicillin 500mg,3004,box,42,336,14112.0,12,0.0,0.0,1693.44,15805.44,Cash,Bangalore,Matched,,Yes
MS/2507/00217,2025-07-05,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2507/8967,Blood Pressure Monitor,9018,piece,14,1899,26586.0,12,0.0,0.0,3190.32,29776.32,NEFT,Mysuru,Matched,,Yes
MS/2503/00218,2025-03-12,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2503/9317,Amoxicillin 500mg,3004,box,19,171,3249.0,12,0.0,0.0,389.88,3638.88,Credit,Tumakuru,Matched,,Yes
MS/2509/00219,2025-09-27,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2509/3147,Insulin Pen Needle,9018,box,50,516,25800.0,12,1548.0,1548.0,0.0,28896.0,Credit,Mangaluru,Matched,,Yes
MS/2503/00220,2025-03-20,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2503/3712,Blood Pressure Monitor,9018,piece,45,2479,111555.0,12,0.0,0.0,13386.6,124941.6,Card,Bangalore,Matched,,Yes
MS/2507/00221,2025-07-30,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2507/8355,Surgical Mask Pack,6307,pack,29,112,3248.0,5,0.0,0.0,162.4,3410.4,NEFT,Belagavi,Matched,,Yes
MS/2505/00222,2025-05-03,07EEEFF5555E1Z8,LifeAid Traders,07,B2B,PO/2505/8218,Face Shield,3926,piece,7,184,1288.0,18,0.0,0.0,231.84,1519.84,Card,Hubli,Matched,,Yes
MS/2507/00223,2025-07-15,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/4271,Pulse Oximeter,9018,piece,27,1231,33237.0,12,0.0,0.0,3988.44,37225.44,Credit,Mysuru,Matched,,Yes
MS/2505/00224,2025-05-09,29AABCA1111A1Z5,Apex Pharma Distributors,29,B2B,PO/2505/2680,Face Shield,3926,piece,12,231,2772.0,18,249.48,249.48,0.0,3270.96,Credit,Bangalore,Matched,,Yes
MS/2505/00225,2025-05-26,27BBBCD2222B1Z7,MediCare Wholesale,27,B2B,PO/2505/9410,Blood Pressure Monitor,9018,piece,18,2120,38160.0,12,0.0,0.0,4579.2,42739.2,NEFT,Mangaluru,Matched,,Yes
MS/2502/00226,2025-02-16,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2502/1436,Gauze Bandage,3005,pack,23,154,3542.0,5,88.55,88.55,0.0,3719.1,Card,Bangalore,Matched,,Yes
MS/2507/00227,2025-07-22,32KKKKK9999K1Z9,VitalCare Enterprises,32,B2B,PO/2507/2337,Antacid Suspension,3004,bottle,16,168,2688.0,12,0.0,0.0,322.56,3010.56,Cash,Mysuru,Matched,,Yes
MS/2501/00228,2025-01-15,24GGGGG6666G1Z4,Wellness Medicos,24,B2B,PO/2501/3254,Vitamin C Tablets,2106,bottle,11,97,1067.0,18,0.0,0.0,192.06,1259.06,UPI,Hubli,Matched,,Yes
MS/2508/00229,2025-08-30,33CCCCC3333C1Z2,HealthLine Supplies,33,B2B,PO/2508/1086,Face Shield,3926,piece,15,247,3705.0,18,0.0,0.0,666.9,4371.9,UPI,Bangalore,Matched,,Yes
MS/2505/00230,2025-05-12,29DDDDE4444D1Z1,CarePlus Pharma,29,B2B,PO/2505/9647,ORS Sachet,3004,pack,36,113,4068.0,5,101.7,101.7,0.0,4271.4,Card,Bangalore,Matched,,Yes
